id,name,altName,caloriesPer100g,proteinPer100g,carbsPer100g,fatPer100g,source
dost-938,"Corned beef, cnd",Karne norte,168,17.9,0,10.7,DOST PH
dost-939,Embotido,-,164,10.1,11.7,8.5,DOST PH
dost-940,Ham,Hamon,421,16.4,0,39.5,DOST PH
dost-941,"Ham, chopped, cnd",N/A,220,14.1,4.6,16.1,DOST PH
dost-942,"Ham, deviled spread",N/A,254,13.8,7.2,18.9,DOST PH
dost-943,"Ham, pork, sweet, chopped",-,117,10.7,8.7,4.4,DOST PH
dost-944,Hamburger patty,-,319,10.8,23.8,20.1,DOST PH
dost-945,"Liver pate, cnd",N/A,232,14.5,4,17.5,DOST PH
dost-946,Liver spread,N/A,185,9.3,14.9,9.8,DOST PH
dost-947,"Luncheon meat, cnd",-,307,13.7,3.7,26.4,DOST PH
dost-948,"Luncheon meat, deviled spread",N/A,308,12.1,1,28.4,DOST PH
dost-949,"Luncheon meat, pork & ham",N/A,321,13.6,2.3,28.6,DOST PH
dost-950,"Luncheon meat, pork, Chinese style",N/A,296,10.7,7.1,25,DOST PH
dost-951,Meat loaf,-,161,9.7,13.1,7.7,DOST PH
dost-952,"Pork crackling, internal organ","Chicharon/Sitsaron baboy, lamang loob",373,37.8,0,24.6,DOST PH
dost-953,"Pork crackling, skin","Chicharon/Sitsaron baboy, balat",591,65.6,0,36.5,DOST PH
dost-954,Pork jerky,"Tapa, baboy",277,15.8,10.2,19.2,DOST PH
dost-955,"Pork, sweet cured","Tocino, baboy",206,11.2,25.9,6.4,DOST PH
dost-956,"Pork, sweet cured, Pampanga","Tocino, baboy, Pampanga",223,10.1,14.7,13.8,DOST PH
dost-957,"Potted meat spread, w/ cereal, cnd",-,186,7.7,16.6,9.9,DOST PH
dost-958,"Sausage, bologna",N/A,165,10.1,4.9,11.7,DOST PH
dost-959,"Sausage, chorizo","Longanisa, chorizo",440,29.6,5.8,33.2,DOST PH
dost-960,"Sausage, chorizo, Bilbao style","Longanisa, chorizo de Bilbao",436,18,0.2,40.3,DOST PH
dost-961,"Sausage, frankfurter",N/A,208,13.3,4.8,15.1,DOST PH
dost-962,"Sausage, ham",-,160,14.1,2.8,10.3,DOST PH
dost-963,"Sausage, hotdog",-,226,13.4,4.8,17,DOST PH
dost-964,"Sausage, hotdog, smoked",N/A,160,12.9,2.7,10.8,DOST PH
dost-965,"Sausage, hotdog, w/ cheese",Cheese dog,245,11.7,8.8,18.1,DOST PH
dost-966,"Sausage, mortadella",N/A,260,8.6,6.7,22.1,DOST PH
dost-967,"Sausage, pork","Longanisa, baboy",315,11.8,15.8,22.7,DOST PH
dost-968,"Sausage, pork & beef","Longanisa, baboy at baka",432,13.5,7.8,38.5,DOST PH
dost-969,"Sausage, pork, Chinese","Longanisa, baboy, Chinese/Chorizo de Macau",498,15.6,13,42.6,DOST PH
dost-970,"Sausage, salami",N/A,244,16.2,2.7,18.7,DOST PH
dost-971,"Sausage, Vienna",N/A,163,8.8,8.4,10.5,DOST PH
dost-972,"Sausage, Vienna, tidbits",N/A,127,8.3,8.5,6.6,DOST PH
dost-973,Venison jerky,"Tapa, usa",323,62.8,0,8,DOST PH
dost-974,"Chicken blood, bbq",Betamax,91,16,2.8,1.7,DOST PH
dost-975,"Chicken, whole, seasoned, roasted",Lechon manok,226,24.8,4.7,12,DOST PH
dost-976,"Chicken, whole, seasoned, roasted, skin and visible fat removed","Lechon manok, walang balat",162,26.2,2.2,5.4,DOST PH
dost-977,"Pork, bbq",Barbekyung baboy,408,21.5,13.5,29.8,DOST PH
dost-978,"Pork back, seasoned, roasted, skin and visible fat removed","Baboy likod, laman, litson",177,31.2,2,4.9,DOST PH
dost-979,"Pork belly, seasoned, roasted","Baboy liempo, litson",385,21,4.1,31.6,DOST PH
dost-980,"Pork belly, seasoned, roasted, skin and visible fat removed","Baboy liempo, litson, walang balat at taba",299,24,0,22.6,DOST PH
dost-981,"Pork skin, seasoned, roasted","Baboy balat, litson",559,33,0,47.4,DOST PH
dost-982,"Beef franks, raw",-,205,13.9,1,16.1,DOST PH
dost-983,"Sausage, pepperoni, raw",-,237,12.8,4.6,18.6,DOST PH
dost-984,Abalone,Lapas/Kapinan,120,20.5,7.4,0.9,DOST PH
dost-985,Abalone juice,Lapas/Kapinan katas,74,10.6,7.1,0.4,DOST PH
dost-986,Amber fish,Tonto,81,18.1,0,0.9,DOST PH
dost-987,Sinarapan,Tabios,64,13.3,0,1.2,DOST PH
dost-988,"Anchovy, Indian (adult)",Tuakang,85,20.9,0.1,0.1,DOST PH
dost-989,"Anchovy, long-jawed, w/o head","Dilis, walang ulo",129,19.9,0,5.5,DOST PH
dost-990,"Anchovy, long-jawed, whole","Dilis, buo",69,14.1,0,1.4,DOST PH
dost-991,"Barracuda, striped",Turcillo,90,19.7,0,1.2,DOST PH
dost-992,"Butterfly fish, threadfin",Paru-paro,85,19.8,0,0.6,DOST PH
dost-993,"Fusilier, goldband",Dalagang bukid,128,21.5,0,4.7,DOST PH
dost-994,Cardinal fish,Dangat,73,17.4,0,0.4,DOST PH
dost-995,Carp,Karpa,185,17.8,0,12.6,DOST PH
dost-996,"Catfish, freshwater",Hito,80,18.7,0,0.6,DOST PH
dost-997,"Catfish, saltwater",Kanduli,86,18.2,0,1.5,DOST PH
dost-998,"Cavalla, banded",Talakitok/Maliputo,108,20.1,0,3.1,DOST PH
dost-999,"Cavalla, banded, fried","Talakitok, prito",160,20.2,0,8.8,DOST PH
dost-1000,"Cavalla, banded, steamed","Talakitok, pinasingawan",67,11.2,0,2.5,DOST PH
dost-1001,"Clam, bilakong",Bilakong,82,10.2,5.8,2,DOST PH
dost-1002,"Clam, freshwater, tulya",Tulya,95,7.6,11.8,1.9,DOST PH
dost-1003,"Clam, freshwater, tulya, boiled","Tulya, nilaga",105,8.9,13,1.9,DOST PH
dost-1004,"Clam, halaan",Halaan,47,6.7,3.5,0.7,DOST PH
dost-1005,"Clam, halaan, boiled","Halaan, nilaga",74,10.5,5.4,1.1,DOST PH
dost-1006,"Clam, imbao",Imbao,64,6.8,7.3,0.8,DOST PH
dost-1007,"Clam, imbao, boiled","Imbao, nilaga",47,6.4,4.1,0.6,DOST PH
dost-1008,"Clam, kabibi",Kabibi,62,9,3,1.6,DOST PH
dost-1009,"Clam, kanturi",Kanturi,59,12.2,0.3,1,DOST PH
dost-1010,"Clam, lukan",Lukan,43,5.1,4,0.7,DOST PH
dost-1011,"Clam, rayed shell",Paros,48,8.7,1.4,0.8,DOST PH
dost-1012,"Clam, razor shell",Tikhan,41,8,1.4,0.4,DOST PH
dost-1013,"Clam, tongue",Balay,98,12.4,4.4,3.4,DOST PH
dost-1014,"Clam, tongue, head, blanched","Balay, ulo, binanlian",79,5.9,9.4,2,DOST PH
dost-1015,"Clam, tongue, tail","Balay, buntot",51,9.4,2.5,0.4,DOST PH
dost-1016,"Clam, venus",Bigatan,138,12.8,17.3,2,DOST PH
dost-1017,"Clam, wedge shell/bean",Alamis,71,8.8,5.1,1.7,DOST PH
dost-1018,"Climbing perch, common",Martiniko,71,17.4,0,0.2,DOST PH
dost-1019,"Crab, blue swimming, fat",Alimasag alige,86,11.5,0,4.4,DOST PH
dost-1020,"Crab, blue swimming, w/o fat",Alimasag laman,93,19.9,2.2,0.5,DOST PH
dost-1021,"Crab, blue swimming, w/o fat, boiled","Alimasag laman, nilaga",98,19.4,3.1,0.9,DOST PH
dost-1022,"Crab, mud/mangrove, fat",Alimango alige,188,26,8.5,5.6,DOST PH
dost-1023,"Crab, mud/mangrove, w/o fat",Alimango laman,103,18.5,0,3.2,DOST PH
dost-1024,"Crab, mud/mangrove, w/o fat, boiled","Alimango laman, nilaga",88,17.6,0,1.9,DOST PH
dost-1025,"Crab, shore",Talangka,122,13.8,8.1,3.8,DOST PH
dost-1026,"Crevalle, deep-bellied",Salay-salay aso,87,19.4,0,1,DOST PH
dost-1027,"Crevalle, even-bellied",Salay-salay,85,17.7,0,1.6,DOST PH
dost-1028,"Croaker, tigertooth",Abo,89,19.1,0,1.4,DOST PH
dost-1029,"Croaker, plain","Alakaak/Croaker, truncate-tail",80,19.1,0,0.4,DOST PH
dost-1030,"Croaker, smooth-scaled whiskered",N/A,84,18.6,0,1.1,DOST PH
dost-1031,"Drepane, speckled",Mayang,80,16.8,0,1.4,DOST PH
dost-1032,"Eel, silver pike",Pindanga,72,17.5,0,0.2,DOST PH
dost-1033,"Eel, swamp",Palos,139,19.2,0,6.9,DOST PH
dost-1034,Fish roe,"Isda, itlog",123,17.3,0.9,5.6,DOST PH
dost-1035,"Flatfish/Brill, rough-scaled",Dapa,84,20.5,0,0.2,DOST PH
dost-1036,"Flatfish/Brill, smooth-scaled",Dapang bilog,81,19.7,0,0.2,DOST PH
dost-1037,"Flatfish/Turbot, Indian",Kalangkaw,94,23,0,0.2,DOST PH
dost-1038,"Flathead, Indian",Sunog,90,22.1,0,0.2,DOST PH
dost-1039,Flying fish,Bulador/Borador,86,21,0,0.2,DOST PH
dost-1040,"Garfish, common",Kambabalo/Hound needlefish,115,26.6,0,0.9,DOST PH
dost-1041,"Gizzard shad, short-finned",Kabasi/Chacunda gizzard shad,78,18.6,0,0.4,DOST PH
dost-1042,"Goatfish, ochrebanded",Saramulyete,87,18.7,0,1.3,DOST PH
dost-1043,"Goby, flat-headed",Biyang puti/Tank goby,81,19.7,0,0.2,DOST PH
dost-1044,"Goby, long-tailed",Talimusak,89,16.8,0,2.4,DOST PH
dost-1045,Gouramy,Gurami/Goramy,91,16.9,0,2.6,DOST PH
dost-1046,"Grouper, whitespotted",Lapu-lapu,63,14.9,0,0.4,DOST PH
dost-1047,"Hair tail, largehead",Balila,80,19.1,0,0.4,DOST PH
dost-1048,"Halfbeak, long billed",Buguing,88,19.2,0,1.2,DOST PH
dost-1049,Hard-tail,Oriles,96,21.4,0,1.2,DOST PH
dost-1050,"Herring, big-eyed",Tuabak/Dilat,96,22.2,0,0.8,DOST PH
dost-1051,"Herring, deep-bodied",Lapad/White sardinella,91,19.7,0,1.3,DOST PH
dost-1052,"Lizard fish, common",Kalaso,75,18.2,0,0.2,DOST PH
dost-1053,"Mackerel, short-bodied",Hasa-hasa,108,21.6,0,2.4,DOST PH
dost-1054,"Mackerel, short-bodied, fried","Hasa-hasa, prito",221,21.6,0,14.9,DOST PH
dost-1055,"Mackerel, Spanish",Tangigi,80,17.6,0,1.1,DOST PH
dost-1056,"Mackerel, Indian",Alumahan,118,21.8,0,3.4,DOST PH
dost-1057,Milkfish,Bangus,137,19.8,0,6.4,DOST PH
dost-1058,"Milkfish, broiled","Bangus, inihaw",137,23.4,0,4.8,DOST PH
dost-1059,"Milkfish, fried","Bangus, prito",188,23.6,0,10.4,DOST PH
dost-1060,"Mojarra, longfin",Hubad,77,18.9,0,0.2,DOST PH
dost-1061,"Mojarra, whipfin",Malakapas,87,20.4,0,0.6,DOST PH
dost-1062,"Moonfish, spotted",Chabita/Hiwas,116,24.4,0,2,DOST PH
dost-1063,Moray,Malabanos,116,20.1,0,4,DOST PH
dost-1064,"Mudfish/Murrel, striated",Dalag,99,21.2,0,1.6,DOST PH
dost-1065,"Mudfish/Murrel, striated, boiled","Dalag, nilaga",95,22.8,0,0.4,DOST PH
dost-1066,"Mullet, black-finned",Talilong/Otomebora mullet,113,19.3,0,4,DOST PH
dost-1067,"Mullet, large-scaled",Banak,89,20,0,1,DOST PH
dost-1068,"Mussel, green",Tahong,166,13.6,11.1,7.5,DOST PH
dost-1069,"Mussel, green, boiled","Tahong, nilaga",33,3.1,4.3,0.4,DOST PH
dost-1070,"Bream, doublewhip threadfin",Bisugo,90,19,0,1.5,DOST PH
dost-1071,Octopus,Pugita,59,13.3,0,0.6,DOST PH
dost-1072,Oyster,Talaba,60,5.9,5.2,1.7,DOST PH
dost-1073,"Oyster, window pane, meat","Kapis, laman",119,23.3,3.3,1.4,DOST PH
dost-1074,"Parrot fish, daisy",Isdang loro,84,20,0,0.4,DOST PH
dost-1075,"Threadfish, Indian",Damis/Diamond trevally,89,20.5,0,0.8,DOST PH
dost-1076,"Silvergrunt, bluecheek",Bangok-ngok,83,19.2,0,0.7,DOST PH
dost-1077,"Pomfret, black",Pampano,93,18.8,0,2,DOST PH
dost-1078,"Bream, humpnose big-eye",Malaking mata,80,18.9,0,0.5,DOST PH
dost-1079,"Emperor, pink ear",Bitilla,89,21.1,0,0.5,DOST PH
dost-1080,"Seabream, goldsilk",Bakokong moro,77,19,0,0.1,DOST PH
dost-1081,Red snapper/Malabar,Maya-maya,64,15.6,0,0.2,DOST PH
dost-1082,"Runner, rainbow",Salmon,85,19.6,0,0.7,DOST PH
dost-1083,"Sardine, bombon",Tawilis/Freshwater sardinella,114,19.3,0,4.1,DOST PH
dost-1084,"Sardine, fimbriated",Tabagak,106,20.5,0,2.7,DOST PH
dost-1085,"Sardine, fimbriated, fry",Silinyasi,101,20.6,0,2.1,DOST PH
dost-1086,"Sardine, Indian","Tamban/Sardine, Indian oil",120,19.5,0,4.7,DOST PH
dost-1087,"Scad, big-eye",Matang baka,105,20.8,0,2.4,DOST PH
dost-1088,"Scad, round",Galunggong,100,20.4,0,2.1,DOST PH
dost-1089,Sea bass,Apahap,75,17.8,0,0.4,DOST PH
dost-1090,"Sea catfish, smooth-headed",Bunguan/Bongoan,89,21.3,0,0.4,DOST PH
dost-1091,Sea cucumber,Balatan/Trepang,23,5.1,0.3,0.1,DOST PH
dost-1092,"Shrimp, banana prawn","Hipon, puti",91,19,2,0.8,DOST PH
dost-1093,"Shrimp, banana prawn, boiled","Hipon, puti, nilaga",104,11.2,14,0.4,DOST PH
dost-1094,"Shrimp, freshwater",Ulang,93,19.4,0,1.7,DOST PH
dost-1095,"Shrimp, freshwater (small)","Hipon, tagunton",98,20.2,0,1.9,DOST PH
dost-1096,"Shrimp, giant tiger prawn",Sugpo,93,20,1.2,0.9,DOST PH
dost-1097,"Shrimp, giant tiger prawn, head","Sugpo, ulo",74,11.9,1.6,2.2,DOST PH
dost-1098,"Shrimp, greasy back","Hipon, suwahe",78,17.7,0.4,0.6,DOST PH
dost-1099,"Shrimp, greasy back, boiled","Hipon, suwahe, nilaga",84,18.2,1.9,0.4,DOST PH
dost-1100,"Shrimp, sergestid",Alamang,78,16.6,0,1.3,DOST PH
dost-1101,"Siganid, javan",Samaral/Streaked spinefoot,89,19.8,0,1.1,DOST PH
dost-1102,Silver-bar fish,Parang-parang/Dorab wolf-herring,87,21.1,0,0.3,DOST PH
dost-1103,"Slipmouth, black-finned",Dalangat,88,18.7,0,1.5,DOST PH
dost-1104,"Slipmouth, common",Sapsap,91,18.2,0,2,DOST PH
dost-1105,"Snail, black","Kuhol, itim",79,12.2,6.6,0.4,DOST PH
dost-1106,"Snail, freshwater",Susong pilipit,94,9.4,12.2,0.8,DOST PH
dost-1107,"Snail, golden","Kuhol, kulay ginto",74,12.8,4.3,0.6,DOST PH
dost-1108,Spadefish,Kitang/Spotted scat,99,20.3,0,2,DOST PH
dost-1109,Squid,Pusit,71,15.6,0,1,DOST PH
dost-1110,"Squid, boiled","Pusit, nilaga",80,17.4,0,1.2,DOST PH
dost-1111,"Sting ray, blue-spotted",Dahonan/Dahunan,74,18.3,0,0.1,DOST PH
dost-1112,"Sting ray, honeycomb","Paging, bulik",59,14.3,0,0.2,DOST PH
dost-1113,"Surgeonfish, blue-lined",Labahita,78,17.8,0,0.7,DOST PH
dost-1114,Swordfish,Malasugi,113,19.2,0,4,DOST PH
dost-1115,Tarpon,Buwan-buwan,88,20.8,0,0.5,DOST PH
dost-1116,"Ten-pounder, Hawaiian",Bidbid/Hawaiian ladyfish,77,18.8,0,0.2,DOST PH
dost-1117,"Therapon, convex-lined",Bagaong,79,18.3,0,0.6,DOST PH
dost-1118,"Theraponid, silvery",Ayungin/Silver perch,75,18.4,0,0.2,DOST PH
dost-1119,"Terapon, largescaled",Babansi,89,20.8,0,0.6,DOST PH
dost-1120,Threadfin fish,Mamale,81,18.4,0,0.8,DOST PH
dost-1121,"Threadfin, fourfinger",Mamale,73,17.9,0,0.1,DOST PH
dost-1122,"Threadfin, small-mouth",Mamaleng-bato,81,19.7,0,0.2,DOST PH
dost-1123,Tilapia,N/A,107,18.1,0,3.8,DOST PH
dost-1124,"Tuna, frigate",Tulingan,119,24,0,2.6,DOST PH
dost-1125,"Tuna, yellow-fin",Tambakol,107,23.6,0,1.4,DOST PH
dost-1126,"Whiting, common",Asohos,89,21.1,0,0.5,DOST PH
dost-1127,"Amber fish, dried","Tonto, daing",275,57.2,0,5.1,DOST PH
dost-1128,"Anchovy, long-jawed, dried","Dilis, tuyo",318,69,0,4.7,DOST PH
dost-1129,"Anchovy, long-jawed, dried, ground","Dilis, giniling",351,82,0,2.6,DOST PH
dost-1130,"Fusilier, goldband, dried","Dalagang bukid, daing",214,42.6,0,4.9,DOST PH
dost-1131,"Catfish, freshwater, dried","Hito, daing",275,45.6,0,10.3,DOST PH
dost-1132,"Catfish, saltwater, dried","Kanduli, daing",201,43.9,0,2.8,DOST PH
dost-1133,"Cavalla, banded, dried","Talakitok/Maliputo, daing",218,44.2,0,4.6,DOST PH
dost-1134,"Cod, dried","Bakalaw, daing",218,51.8,0,1.2,DOST PH
dost-1135,"Crab, mud/mangrove, meat, cnd","Alimango laman, de lata",102,23.5,0.3,0.8,DOST PH
dost-1136,"Crevalle, deep-bellied, dried","Salay-salay aso, daing",288,43.6,0,12.6,DOST PH
dost-1137,"Croaker, plain, dried","Alakaak, daing",201,41.9,0,3.7,DOST PH
dost-1138,"Eel, swamp, dried","Palos, daing",238,47.4,0,5.4,DOST PH
dost-1139,Fish ball,N/A,121,8.6,20.6,0.5,DOST PH
dost-1140,"Fish ball, fried",N/A,266,10.3,33.3,10.2,DOST PH
dost-1141,"Fish preparation, quekiam",Kikyam,129,4.2,23.4,2.1,DOST PH
dost-1142,"Flatfish/Brill, rough-scaled, dried","Dapa, tuyo",266,54.7,8.7,1.4,DOST PH
dost-1143,"Gizzard shad, short-finned, dried","Kabasi, daing",149,26,0,5,DOST PH
dost-1144,"Gizzard shad, short-finned, smoked","Kabasi, tinapa",130,26.6,0,2.6,DOST PH
dost-1145,"Goby, flat-headed, dried","Biyang puti, daing",187,44.8,0,0.9,DOST PH
dost-1146,"Sinarapan, dried","Tabyos, tuyo",291,55.5,0,7.7,DOST PH
dost-1147,"Grouper, whitespotted, dried","Lapu-lapu, daing",158,35.8,0,1.6,DOST PH
dost-1148,"Hard-tail, dried","Oriles, daing",219,48.7,0,2.7,DOST PH
dost-1149,"Jellyfish, dried","Dikya, tuyo",69,7.2,8.8,0.5,DOST PH
dost-1150,"Lizard fish, common, dried","Kalaso, daing",178,41.5,0,1.3,DOST PH
dost-1151,"Mackerel scad, in tomato sce, cnd","Bakutut, sa tomato sce, de lata",147,13.4,2.2,9.4,DOST PH
dost-1152,"Mackerel, short-bodied, dried","Hasa-hasa, tuyo",202,41.2,0,4.1,DOST PH
dost-1153,"Mackerel, short-bodied, smoked","Hasa-hasa, tinapa",139,29.8,0,2.2,DOST PH
dost-1154,"Mackerel, Spanish, dried","Tangigi, daing",184,41,0,2.2,DOST PH
dost-1155,"Mackerel, Indian, dried","Alumahan, daing",193,41,0,3.2,DOST PH
dost-1156,"Mackerel, Indian, in tomato sce","Alumahan, sa tomato sce",105,16.5,0,4.1,DOST PH
dost-1157,"Milkfish, dried","Bangus, daing",415,51.2,0,23.3,DOST PH
dost-1158,"Milkfish, in natural oil, cnd","Bangus, salmon style, de lata",108,16.6,0.3,4.5,DOST PH
dost-1159,"Milkfish, in spiced oil, cnd","Bangus, Spanish style, de lata",295,15.8,0.9,25.4,DOST PH
dost-1160,"Milkfish, smoked","Bangus, tinapa",212,27.2,0,11.5,DOST PH
dost-1161,"Mudfish/Murrel, striated, dried","Dalag, daing",215,45.7,0,3.6,DOST PH
dost-1162,"Mullet, black-finned, dried","Talilong, daing",189,31.3,0,7.1,DOST PH
dost-1163,"Mullet, large-scaled, dried","Banak, daing",199,45.4,0,1.9,DOST PH
dost-1164,"Bream, doublewhip threadfin, dried","Bisugo, daing",162,35.4,0,2.3,DOST PH
dost-1165,"Oyster, dried","Talaba, tuyo",355,46,24.9,7.9,DOST PH
dost-1166,"Parrot fish, daisy, dried","Isdang loro, daing",242,59.2,0,0.6,DOST PH
dost-1167,"Emperor, pink ear, dried","Bitilla, tuyo",181,43.3,0,0.9,DOST PH
dost-1168,"Seabream, goldsilk, dried","Bakokong moro, daing",193,40.1,0,3.6,DOST PH
dost-1169,"Red snapper/Malabar, dried","Maya-maya, daing",204,45,0,2.7,DOST PH
dost-1170,"Runner, rainbow, in oil, cnd","Salmon, sa mantika, de lata",192,20.4,9,8.2,DOST PH
dost-1171,"Sardine, bombon, dried","Tawilis, tuyo",157,26.2,0,5.8,DOST PH
dost-1172,"Sardine, bombon, smoked","Tawilis, tinapa",155,31,0,3.4,DOST PH
dost-1173,"Sardine, fimbriated, fry, dried","Silinyasi, tuyo",183,40.9,0,2.1,DOST PH
dost-1174,"Sardine, fimbriated, smoked","Tabagak, tinapa",168,31.2,1.9,4,DOST PH
dost-1175,"Sardine, Indian, dried","Tamban, daing",160,37.4,0,1.1,DOST PH
dost-1176,"Sardine, Indian, smoked","Tamban, tinapa",160,30,0,4.4,DOST PH
dost-1177,"Sardines, in spiced oil, cnd","Sardinas, Spanish style, de lata",438,19.8,0,39.9,DOST PH
dost-1178,"Sardines, in tomato sce, cnd","Sardinas, sa tomato sce, de lata",88,9.7,2.7,4.3,DOST PH
dost-1179,"Sardines, smoked, cnd","Sardinas, tinapa, de lata",157,29,0.8,4.2,DOST PH
dost-1180,"Scad, big-eye, dried","Matang baka, daing",175,39.8,0,1.7,DOST PH
dost-1181,"Scad, big-eye, smoked","Matang baka, tinapa",134,25.5,0,3.6,DOST PH
dost-1182,"Scad, round, dried","Galunggong, daing",199,41.1,0,3.8,DOST PH
dost-1183,"Scad, round, smoked","Galunggong, tinapa",158,31.6,0,3.5,DOST PH
dost-1184,"Sea bass, dried","Apahap, daing",244,44,0,7.6,DOST PH
dost-1185,"Shrimp, freshwater (small), dried","Tagunton, tuyo",246,23.1,33.2,2.3,DOST PH
dost-1186,"Shrimp, sergestid, dried","Alamang, tuyo",283,52.4,10.2,3.6,DOST PH
dost-1187,"Shrimp, small marine, dried",Hibe,263,57.4,3.4,2.2,DOST PH
dost-1188,"Siganid, javan, dried","Samaral, daing",184,42.5,0,1.6,DOST PH
dost-1189,"Slipmouth, common, dried","Sapsap, daing",185,36,0,4.5,DOST PH
dost-1190,"Squid, dried","Pusit, tuyo",289,62.3,0,4.4,DOST PH
dost-1191,"Sting ray, honeycomb, dried","Paging, bulik, daing",209,49,1.3,0.9,DOST PH
dost-1192,"Surgeonfish, blue-lined, dried","Labahita, daing",186,34.7,0,5.2,DOST PH
dost-1193,"Swordfish, dried","Malasugi, daing",250,53.5,0,4,DOST PH
dost-1194,"Theraponid, silvery, dried","Ayungin, tuyo",340,54.6,0,13.5,DOST PH
dost-1195,"Tilapia, dried",N/A,313,60.6,0,7.8,DOST PH
dost-1196,"Tuna adobo, cnd",N/A,140,14,4,7.6,DOST PH
dost-1197,"Tuna fillet, in soya oil, cnd",N/A,309,28.6,0,21.6,DOST PH
dost-1198,"Tuna fillet, in veg oil, cnd",N/A,258,28,0.6,15.9,DOST PH
dost-1199,"Tuna flakes, in brine, cnd",N/A,95,17.9,0.1,2.6,DOST PH
dost-1200,"Tuna flakes, in veg oil, cnd",N/A,309,15.4,1.7,26.7,DOST PH
dost-1201,"Tuna mechado, cnd",N/A,121,11.1,6.3,5.7,DOST PH
dost-1202,"Tuna sardines, in oil, cnd",N/A,183,16.4,1.3,12.5,DOST PH
dost-1203,"Tuna spread, cnd",N/A,331,25.2,0,25.6,DOST PH
dost-1204,"Tuna, frigate, dried","Tulingan, daing",251,52.7,4.7,2.4,DOST PH
dost-1205,"Tuna, yellow-fin, dried","Tambakol, daing",230,54.5,0,1.3,DOST PH
dost-1206,"Egg, ant","Itlog, langgam",124,17.4,5,3.8,DOST PH
dost-1207,"Egg, chicken, white","Itlog, manok, puti",61,12.7,2,0.2,DOST PH
dost-1208,"Egg, chicken, whole","Itlog, manok, buo",139,12.3,1.4,9.4,DOST PH
dost-1209,"Egg, chicken, whole, boiled","Itlog, manok, buo, nilaga",166,14,0.6,12,DOST PH
dost-1210,"Egg, chicken, yolk","Itlog, manok, pula",316,14.3,3.9,27,DOST PH
dost-1211,"Egg, duck, white","Itlog, pato, puti",56,13.8,0,0.1,DOST PH
dost-1212,"Egg, duck, whole","Itlog, pato, buo",177,11.7,4.1,12.6,DOST PH
dost-1213,"Egg, duck, yolk","Itlog, pato, pula",357,16.4,3.1,31,DOST PH
dost-1214,"Egg, quail","Itlog, pugo",153,11.8,2.7,10.6,DOST PH
dost-1215,"Egg, quail, boiled","Itlog, pugo, nilaga",150,11.8,2.2,10.4,DOST PH
dost-1216,"Egg, duck, century",Century egg/Pidan,215,12.5,15.1,11.6,DOST PH
dost-1217,"Egg, duck, fertilized, boiled","Balut, nilaga",172,12.8,2.2,12.4,DOST PH
dost-1218,"Egg, duck, fertilized, embryo","Balut, sisiw",55,9.6,2.6,0.7,DOST PH
dost-1219,"Egg, duck, fertilized, white","Balut, bato",137,25.4,7.6,0.6,DOST PH
dost-1220,"Egg, duck, fertilized, yolk","Balut, pula",352,14.8,2.9,31.2,DOST PH
dost-1221,"Egg, duck, infertile, boiled","Penoy, nilaga",198,13.6,3.5,14.4,DOST PH
dost-1222,"Egg, duck, whole, salted","Itlog, pato, maalat",192,13.6,4.4,13.3,DOST PH
dost-1223,"Egg, quail, pickled","Itlog, pugo, pickled",102,8.1,1.8,6.9,DOST PH
dost-1224,"Cheese, cheddar, pasteurized, processed",N/A,322,21.7,7.8,22.7,DOST PH
dost-1225,"Cheese, cottage",N/A,94,13.2,3.6,3,DOST PH
dost-1226,"Cheese, filled",N/A,297,16.2,5.5,23.4,DOST PH
dost-1227,"Cheese, native",Kesong puti,299,13.2,5.3,25,DOST PH
dost-1228,"Cheese, pimiento",N/A,354,19.9,5.8,27.9,DOST PH
dost-1229,"Cheese, spread",N/A,210,14,13.7,11,DOST PH
dost-1230,Cream,Krema,241,2.3,4.2,23.9,DOST PH
dost-1231,Ice cream,Sorbetes/Street ice cream,157,4.2,13.7,9.5,DOST PH
dost-1232,"Ice cream, strawberry flvr","Sorbetes, lasang strawberry",183,3.4,17.7,10.9,DOST PH
dost-1233,"Milk drink, cultured",N/A,71,1.2,16,0.2,DOST PH
dost-1234,"Milk drink, recon, strawberry, UHT",N/A,66,2.9,10.8,1.2,DOST PH
dost-1235,"Milk, buttermilk","Gatas, buttermilk",43,3.5,6.2,0.5,DOST PH
dost-1236,"Milk, carabao","Gatas, kalabaw",124,5.4,4.3,9.5,DOST PH
dost-1237,"Milk, cow","Gatas, baka",65,3.3,4.8,3.6,DOST PH
dost-1238,"Milk, evaporated","Gatas, evaporada",148,7.7,11.7,7.8,DOST PH
dost-1239,"Milk, evaporated, filled","Gatas, evaporada, filled",120,7.6,11.6,4.8,DOST PH
dost-1240,"Milk, goat","Gatas, kambing",73,3.6,5.3,4.1,DOST PH
dost-1241,"Milk, human",Gatas ng ina/Breast milk,68,1.4,7.6,3.5,DOST PH
dost-1242,"Milk, pwdr, filled, inst","Gatas, pulbos, filled, inst",508,26.2,37.8,28,DOST PH
dost-1243,"Milk, pwdr, full cream","Gatas, pulbos, full cream",480,24.1,45.2,22.5,DOST PH
dost-1244,"Milk, pwdr, infant formula","Gatas, pulbos, infant  formula",389,18.3,72.2,3,DOST PH
dost-1245,"Milk, pwdr, non-fat, inst","Gatas, pulbos, non-fat, inst",361,34.9,53.1,1,DOST PH
